m_75_79_yrs, uw_care_oth_chld_wo_pay_pc, obp_america_pc, fam_type_cpl_non_dep_chld, m_5_9_yrs, bd_stnd_dth_rate, psq_postgrad_deg_pc, m_tot, uw_care_own_oth_chld_wo_pay_pc, f_50_54_yrs, mtw_tot_empl, f_75_79_yrs, mtw_1_meth_tot, p_15_19_yrs, f_55_59_yrs, p_med_age, year, psq_grad_dip_cert_pc, disable_p_liv_priv_dwell_pc, att_preschl_15_hrs_less, psq_adv_dip_dip_pc, f_45_49_yrs, f_35_39_yrs, internet_access_dial_up_pc, p_20_24_yrs, p_85_yrs_plus_pc, p_15_24_yrs_pc, disable_p_liv_priv_dwell, m_med_age, p_45_49_yrs, m_65_69_yrs, obp_se_asia_pc, obp_sth_east_europe_pc, m_15_19_yrs, f_40_44_yrs, m_0_4_yrs, rime_departures, oep_sal_wrk_pc, f_25_29_yrs, internet_access_tot_connected_pc, enrl_preschl_prog_tot, p_35_39_yrs, m_30_34_yrs, obp_sth_cntrl_asia_pc, hhold_type_fam, p_25_29_yrs, prop_indig_ppl_pc, rime_net_migrtn, p_80_84_yrs, fam_type_opf_non_dep_chld, fam_avg_size, p_55_59_yrs, uw_prov_care_hpl_assist_oth_pc, p_tot, m_60_64_yrs, p_5_9_yrs, psq_bach_deg_pc, m_55_59_yrs, p_25_34_yrs_pc, mtw_oth_wrk_meth_ns, p_85_yrs_and_over, m_10_14_yrs, mtw_1_meth_bicycle, oep_inad_desc_ns_pc, enrl_preschl_prog_preschl_daycare, mtw_more_1_meth_tot, m_80_84_yrs, m_25_29_yrs, mtw_oth_emp_not_go_to_wrk, fam_type_oth_fam, bd_tot_fert_rate, p_30_34_yrs, mtw_1_meth_oth, uw_volunt_wrk_org_grp_pc, fam_type_tot, fam_type_cpl_chld_u15_dep_stu, enrl_preschl_prog_5_yrs, p_45_54_yrs_pc, mtw_1_meth_bus, f_70_74_yrs, hhold_type_group, m_50_54_yrs, p_0_4_yrs, hhold_type_tot, oep_mach_oper_driv_pc, f_20_24_yrs, pop_density, p_75_79_yrs, p_10_14_yrs, att_preschl_15_hrs_more, obp_nw_europe_pc, obp_tot_pc, fam_type_cpl_wo_chld, f_10_14_yrs, obp_ne_asia_pc, p_50_54_yrs, oep_lab_pc, bd_births, oep_cler_admin_wrk_pc, f_30_34_yrs, oep_manager_pc, m_45_49_yrs, obp_sub_saharan_africa_pc, p_70_74_yrs, sa3_name_2011, f_60_64_yrs, internet_access_other_pc, uw_care_own_chld_wo_pay_pc, p_40_44_yrs, m_85_yrs_and_over, psq_pop_15_yrs_plus_pc, p_55_64_yrs_pc, m_70_74_yrs, bd_deaths, enrl_preschl_prog_preschl, p_tot_wrk_age_pop_pc, fam_type_opf_chld_u15_dep_stu, mtw_1_meth_car, psq_inad_desc_ns_pc, p_75_84_yrs_pc, oep_prof_pc, mtw_1_meth_walk_ono, psq_cert_pc, m_35_39_yrs, spk_lang_oth_eng_pc, p_35_44_yrs_pc, oep_comm_pers_serv_wrk_pc, rime_arrivals, enrl_preschl_prog_1_more_type, m_40_44_yrs, p_65_74_yrs_pc, p_0_14_yrs_pc, f_85_yrs_and_over, obp_nrth_afric_mid_east_pc, hhold_avg_size, f_80_84_yrs, obp_oceania_antar_pc, m_20_24_yrs, mtw_1_meth_motorbike_or_scooter, f_5_9_yrs, mtw_oth_wrk_home, enrl_preschl_prog_4_yrs, f_0_4_yrs, internet_access_broadband_pc, f_tot, sa3_code_2011, f_15_19_yrs, hhold_type_lone_pers, p_60_64_yrs, f_med_age, f_65_69_yrs, p_65_69_yrs, mtw_1_meth_train_or_tram, oep_tech_trade_wrk_pc
673,null,null,null,1716,7.1,null,29823,null,2232,null,933,null,3679,1988,39,"2014",null,null,294,null,2106,1955,null,3902,2.4,12.6,null,38,4189,1397,null,null,1892,2086,1765,5207,null,2257,null,717,3913,2180,null,null,4631,null,-283,1300,null,null,4049,null,60129,1722,3361,null,2061,15.0,null,1467,1674,null,null,266,null,499,2374,null,null,1.8,4417,null,null,null,null,136,14.4,null,1054,null,2221,3458,null,null,1832,887.3,1606,3254,412,null,null,null,1580,null,4453,null,719,null,2237,null,2083,null,1938,"Port Adelaide - West",1653,null,null,4240,500,null,12.3,884,531,398,67.9,null,null,null,4.8,null,null,null,1958,null,13.6,null,4924,53,2154,8.0,16.8,967,null,null,801,null,2070,null,1645,null,578,1693,null,30306,"40402",1787,null,3375,40,1500,2897,null,null
901,null,null,null,1537,5.2,null,30310,null,2002,null,1131,null,3255,1714,38,"2014",null,null,229,null,1866,2161,null,5293,3.4,13.8,null,36,3852,1200,null,null,1601,2040,1754,6389,null,2805,null,685,4346,2706,null,null,5769,null,-728,1766,null,null,3358,null,61748,1313,3010,null,1644,17.7,null,2105,1308,null,null,180,null,705,2964,null,null,1.6,5149,null,null,null,null,110,12.7,null,1221,null,1974,3497,null,null,2559,1608.1,2032,2657,441,null,null,null,1349,null,3976,null,765,null,2443,null,1986,null,2198,"West Torrens",1485,null,null,4085,776,null,10.0,977,503,421,67.8,null,null,null,6.2,null,null,null,2185,null,13.7,null,5661,83,2045,7.8,14.8,1329,null,null,1061,null,2734,null,1473,null,576,1743,null,31438,"40403",1654,null,2798,39,1402,2602,null,null
1041,null,null,null,1446,4.8,null,25127,null,1830,null,1156,null,3256,1536,42,"2014",null,null,148,null,1958,1499,null,3582,3.0,13.2,null,40,3711,1194,null,null,1744,1928,1349,3825,null,1593,null,613,3050,1711,null,null,3118,null,-337,1528,null,null,2906,null,51703,1198,2779,null,1370,12.5,null,1572,1561,null,null,227,null,657,1525,null,null,1.7,3370,null,null,null,null,109,14.0,null,1331,null,1714,2718,null,null,1754,2038.0,2197,2969,450,null,null,null,1408,null,3544,null,546,null,1659,null,1753,null,2409,"Campbelltown (SA)",1417,null,null,3735,600,null,10.7,1078,422,328,63.6,null,null,null,7.2,null,null,null,1551,null,13.1,null,3488,62,1807,9.8,16.4,972,null,null,871,null,1828,null,1333,null,507,1369,null,26576,"40104",1512,null,2615,43,1450,2644,null,null
508,null,null,null,848,5.5,null,17904,null,1171,null,733,null,2077,1198,39,"2014",null,null,94,null,1145,1161,null,3059,3.7,13.9,null,37,2313,793,null,null,1141,1209,938,3887,null,1732,null,422,2345,1617,null,null,3267,null,-334,1016,null,null,2258,null,37074,947,1728,null,1060,17.0,null,1354,877,null,null,167,null,426,1535,null,null,1.4,3021,null,null,null,null,63,12.3,null,752,null,1091,1884,null,null,1584,2454.7,1241,1652,315,null,null,null,775,null,2262,null,360,null,1404,null,1168,null,1325,"Norwood - Payneham - St Peters",1114,null,null,2491,441,null,11.6,573,356,208,67.8,null,null,null,6.1,null,null,null,1184,null,13.0,null,3553,47,1282,8.2,14.2,913,null,null,590,null,1475,null,880,null,356,946,null,19170,"40105",936,null,2061,41,927,1720,null,null
716,null,null,null,1185,4.5,null,21192,null,1681,null,877,null,3121,1661,45,"2014",null,null,102,null,1620,1107,null,3157,3.6,14.0,null,43,3059,1344,null,null,1569,1689,948,3965,null,1234,null,480,2043,972,null,null,2386,null,-153,1395,null,null,3168,null,44734,1419,2375,null,1507,9.7,null,1611,1419,null,null,163,null,585,1152,null,null,1.5,1957,null,null,null,null,54,14.0,null,1123,null,1541,1787,null,null,1579,1625.6,1593,2807,367,null,null,null,1388,null,3222,null,333,null,985,null,1439,null,2147,"Burnside",1509,null,null,3052,495,null,13.6,1024,377,263,62.8,null,null,null,6.7,null,null,null,936,null,11.4,null,3812,56,1363,11.3,15.6,1116,null,null,810,null,1578,null,1190,null,424,839,null,23542,"40103",1552,null,2928,46,1582,2926,null,null
322,null,null,null,837,5.7,null,14307,null,1011,null,395,null,1683,943,38,"2014",null,null,160,null,1017,903,null,2366,2.7,14.1,null,36,1966,655,null,null,843,1024,863,3207,null,1106,null,339,1797,1059,null,null,2379,null,-404,627,null,null,1850,null,28648,741,1689,null,907,15.3,null,776,795,null,null,96,null,251,1273,null,null,1.6,2006,null,null,null,null,62,13.7,null,519,null,962,1546,null,null,1092,2530.4,717,1473,171,null,null,null,678,null,1973,null,310,null,947,null,949,null,951,"Prospect - Walkerville",826,null,null,2011,263,null,11.9,432,221,211,68.4,null,null,null,4.7,null,null,null,894,null,13.3,null,2803,28,987,7.8,16.4,513,null,null,376,null,1274,null,852,null,277,683,null,14341,"40106",840,null,1567,40,616,1271,null,null
503,null,null,null,735,5.0,null,17011,null,1364,null,722,null,1998,1397,46,"2014",null,null,100,null,1168,916,null,2470,5.0,12.6,null,44,2280,1068,null,null,970,1094,717,3475,null,1041,null,328,1769,1043,null,null,2274,null,-75,1143,null,null,2705,null,35377,1177,1505,null,1308,12.3,null,1777,807,null,null,50,null,442,1233,null,null,1.4,2079,null,null,null,null,50,14.2,null,807,null,1394,1362,null,null,1286,2692.2,1225,1531,224,null,null,null,724,null,2758,null,288,null,1036,null,1112,null,1553,"Holdfast Bay",1318,null,null,2272,541,null,14.7,746,381,253,65.3,null,null,null,6.7,null,null,null,853,null,11.4,null,3400,25,1178,10.6,12.4,1236,null,null,701,null,1184,null,770,null,278,645,null,18366,"40301",1028,null,2495,48,1113,2181,null,null
946,null,null,null,2158,5.8,null,32804,null,2282,null,1069,null,4130,2203,41,"2014",null,null,312,null,2206,1908,null,3521,2.2,11.8,null,41,4489,1857,null,null,2130,2157,2051,2693,null,1741,null,910,3712,1987,null,null,3607,null,-326,1528,null,null,4553,null,64913,2189,4242,null,2350,11.6,null,1458,2154,null,null,256,null,679,1866,null,null,2.2,3927,null,null,null,null,156,14.1,null,1346,null,2394,3941,null,null,1598,3.0,2015,4313,584,null,null,null,2159,null,4676,null,798,null,1940,null,2283,null,2637,"Limestone Coast",1983,null,null,4357,542,null,13.4,1291,491,615,63.4,null,null,null,5.5,null,null,null,1804,null,12.4,null,2367,39,2200,9.7,19.3,916,null,null,849,null,1923,null,2084,null,747,1890,null,32109,"40702",2000,null,4172,42,1778,3635,null,null
1201,null,null,null,2244,6.1,null,35386,null,2433,null,1261,null,4256,2413,44,"2014",null,null,386,null,2353,1784,null,3686,2.6,11.5,null,43,4792,2384,null,null,2224,2097,2026,3547,null,1745,null,915,3608,1900,null,null,3644,null,-167,1735,null,null,4917,null,69035,2429,4280,null,2504,10.7,null,1799,2263,null,null,330,null,776,1899,null,null,2.2,3723,null,null,null,null,155,14.2,null,1523,null,2554,3879,null,null,1595,1.9,2462,4359,517,null,null,null,2096,null,4987,null,752,null,1823,null,2439,null,3235,"Murray and Mallee",2282,null,null,4359,654,null,13.9,1712,604,555,61.8,null,null,null,6.1,null,null,null,1824,null,11.5,null,3380,25,2262,11.4,18.1,1145,null,null,959,null,2091,null,2036,null,756,1853,null,33649,"40703",2032,null,4711,45,2219,4603,null,null
672,null,null,null,1771,5.1,null,23927,null,1722,null,731,null,2891,1700,40,"2014",null,null,250,null,1715,1832,null,2192,1.8,10.3,null,39,3347,1359,null,null,1535,1920,1768,2441,null,1341,null,778,3334,1577,null,null,2645,null,1040,1032,null,null,3223,null,49121,1403,3498,null,1523,11.9,null,908,1699,null,null,32,null,441,1304,null,null,2.1,3181,null,null,null,null,22,13.4,null,1035,null,1504,3396,null,null,1069,13.4,1403,3349,497,null,null,null,1650,null,3226,null,583,null,1604,null,1632,null,1932,"Augusta - Margaret River - Busselton",1657,null,null,3811,326,null,12.8,897,310,685,62.9,null,null,null,5.0,null,null,null,1502,null,14.5,null,3481,58,1891,9.4,20.9,582,null,null,591,null,1123,null,1727,null,758,1628,null,25194,"50101",1356,null,3060,41,1334,2693,null,null
1161,null,null,null,3703,5.7,null,53019,null,3619,null,1309,null,7192,3471,37,"2014",null,null,335,null,3678,3476,null,6273,1.6,12.7,null,36,7399,2569,null,null,3733,3879,3829,5144,null,3550,null,1484,6891,3738,null,null,7251,null,829,1655,null,null,6924,null,105976,2943,7513,null,3453,13.8,null,1669,3592,null,null,72,null,719,3701,null,null,2.1,7327,null,null,null,null,44,13.8,null,1769,null,3645,7327,null,null,3036,19.4,2470,7164,1114,null,null,null,3572,null,7264,null,1454,null,3589,null,3721,null,3340,"Bunbury",2813,null,null,7556,612,null,12.0,1571,657,1324,65.9,null,null,null,3.9,null,null,null,3415,null,13.6,null,5973,87,3677,7.9,20.8,1057,null,null,936,null,3237,null,3810,null,1441,3498,null,52957,"50102",3459,null,5756,38,2436,5005,null,null
362,null,null,null,778,5.2,null,11405,null,921,null,357,null,1189,936,45,"2014",null,null,93,null,837,669,null,880,1.8,9.0,null,45,1572,870,null,null,624,765,697,1341,null,540,null,316,1199,522,null,null,1019,null,152,490,null,null,1903,null,22956,897,1618,null,967,9.3,null,406,875,null,null,9,null,226,479,null,null,2.0,1106,null,null,null,null,3,14.9,null,496,null,918,1322,null,null,430,1.5,719,1654,204,null,null,null,779,null,1839,null,235,null,584,null,735,null,1064,"Manjimup",889,null,null,1509,163,null,16.1,568,152,300,61.0,null,null,null,5.3,null,null,null,530,null,11.8,null,1493,8,744,12.0,20.0,243,null,null,264,null,450,null,840,null,310,625,null,11551,"50103",565,null,1786,45,811,1681,null,null
1924,null,null,null,3185,5.5,null,48312,null,3478,null,2069,null,6333,3137,42,"2014",null,null,460,null,3112,2868,null,5482,2.2,12.0,null,41,6007,3243,null,null,3263,3253,3205,6311,null,2838,null,1251,5500,2651,null,null,5622,null,2078,2639,null,null,5996,null,98693,2927,6324,null,2859,11.3,null,2150,3122,null,null,64,null,1237,2784,null,null,2.1,5540,null,null,null,null,34,12.7,null,2459,null,3014,6186,null,null,2720,95.6,3993,6118,766,null,null,null,2996,null,6492,null,1216,null,2889,null,2895,null,5128,"Mandurah",3249,null,null,6343,850,null,12.3,2669,811,1114,60.3,null,null,null,6.7,null,null,null,2632,null,12.0,null,8389,71,3090,11.9,18.9,1300,null,null,1402,null,2762,null,3139,null,1217,2981,null,50381,"50201",3070,null,6176,43,3421,6664,null,null
987,null,null,null,2242,4.2,null,35199,null,2638,null,1069,null,5705,2435,39,"2014",null,null,223,null,2591,1730,null,6276,2.6,16.5,null,38,4964,1790,null,null,2699,2456,1647,5403,null,2361,null,771,3447,1921,null,null,4838,null,-314,1632,null,null,4741,null,72504,1974,4499,null,2306,11.8,null,1895,2417,null,null,24,null,687,2477,null,null,1.5,3729,null,null,null,null,20,13.9,null,1474,null,2464,3321,null,null,3043,1488.3,2056,4904,515,null,null,null,2487,null,5102,null,587,null,1808,null,2373,null,2927,"Cottesloe - Claremont",2185,null,null,4630,638,null,12.3,1453,445,693,65.6,null,null,null,5.1,null,null,null,1717,null,11.1,null,5089,53,2174,9.1,17.5,1257,null,null,945,null,3233,null,2257,null,755,1674,null,37305,"50301",3006,null,4159,41,1889,3679,null,null
891,null,null,null,2344,6.0,null,55688,null,2975,null,1124,null,4282,2654,34,"2014",null,null,278,null,3086,4061,null,9548,1.7,12.8,null,34,6462,2034,null,null,2112,3560,2895,11518,null,7486,null,991,8785,7025,null,null,15725,null,-313,1522,null,null,5664,null,108216,2599,4587,null,3010,26.7,null,1814,1928,null,null,54,null,643,8239,null,null,1.3,13155,null,null,null,null,10,11.7,null,1315,null,3226,5527,null,null,4883,2486.4,2015,3840,673,null,null,null,1912,null,6201,null,1292,null,6130,null,3376,null,2623,"Perth City",2330,null,null,7640,589,null,9.8,1308,642,888,76.1,null,null,null,3.3,null,null,null,4724,null,15.2,null,11205,49,4080,6.0,12.9,1225,null,null,879,null,4665,null,2243,null,981,2632,null,52528,"50302",2170,null,4929,34,1863,3897,null,null
1030,null,null,null,2312,5.8,null,44327,null,2719,null,1265,null,4577,2505,37,"2014",null,null,234,null,2718,3200,null,6231,2.1,12.3,null,36,5578,1886,null,null,2416,2979,2962,8920,null,3978,null,883,6636,4207,null,null,8348,null,-1059,1680,null,null,4955,null,87700,2316,4604,null,2450,18.8,null,1822,1988,null,null,19,null,736,4370,null,null,1.7,8175,null,null,null,null,9,12.7,null,1444,null,2835,5735,null,null,2980,1963.4,2295,3897,622,null,null,null,1909,null,5554,null,1236,null,3968,null,2860,null,2875,"Bayswater - Bassendean",2332,null,null,6184,636,null,10.9,1431,574,830,69.4,null,null,null,4.5,null,null,null,3436,null,14.6,null,7861,35,3205,7.7,16.2,1186,null,null,944,null,3251,null,2292,null,875,2773,null,43373,"50401",2161,null,4648,37,2020,3906,null,null
523,null,null,null,1378,4.4,null,22617,null,1808,null,570,null,3184,1579,41,"2014",null,null,136,null,1770,1212,null,2951,1.6,13.9,null,40,3486,1201,null,null,1674,1661,1250,3852,null,1008,null,527,2614,1296,null,null,2305,null,134,704,null,null,3176,null,44242,1370,2722,null,1597,10.6,null,712,1451,null,null,20,null,321,1297,null,null,2.0,2396,null,null,null,null,13,15.9,null,797,null,1741,2392,null,null,1295,64.5,1093,2812,368,null,null,null,1361,null,3549,null,445,null,1100,null,1716,null,1652,"Mundaring",1423,null,null,3289,261,null,13.5,855,217,476,67.2,null,null,null,4.1,null,null,null,1402,null,13.3,null,3986,32,1628,9.2,17.9,451,null,null,383,null,1656,null,1344,null,517,1142,null,21625,"50402",1510,null,2793,43,1211,2412,null,null
971,null,null,null,4730,5.9,null,62403,null,4229,null,1079,null,8861,3451,34,"2014",null,null,533,null,4484,4550,null,8864,0.9,14.3,null,33,9048,2188,null,null,4633,4924,4667,9240,null,4644,null,1801,8906,4581,null,null,9720,null,2722,1322,null,null,6841,null,124203,2801,9053,null,3390,15.5,null,1087,4546,null,null,64,null,585,5076,null,null,2.0,9540,null,null,null,null,56,14.1,null,1504,null,4188,9159,null,null,4374,120.3,2050,8759,1223,null,null,null,4213,null,8417,null,1952,null,4959,null,4564,null,2995,"Swan",2705,null,null,9649,421,null,9.9,1491,499,1638,68.7,null,null,null,2.7,null,null,null,4356,null,14.9,null,11962,101,4725,6.0,21.7,666,null,null,737,null,4490,null,4323,null,1742,4492,null,61800,"50403",4228,null,5506,35,2238,4426,null,null
1514,null,null,null,5575,4.6,null,84067,null,6769,null,1694,null,12553,6273,39,"2014",null,null,736,null,6468,5385,null,12397,1.4,14.8,null,38,12478,4056,null,null,6473,6721,4970,12419,null,4893,null,2148,10620,4885,null,null,10524,null,-1948,2364,null,null,12109,null,168657,5178,10642,null,5836,12.0,null,2304,5488,null,null,68,null,993,5631,null,null,1.8,9784,null,null,null,null,37,15.1,null,2422,null,6177,9764,null,null,5892,1678.7,3208,10718,1343,null,null,null,5230,null,12946,null,1773,null,4899,null,6010,null,4878,"Joondalup",5193,null,null,13001,805,null,13.3,2456,730,1960,69.2,null,null,null,3.3,null,null,null,5235,null,14.0,null,10471,116,6280,7.6,18.5,1499,null,null,1371,null,6505,null,5067,null,2110,4794,null,84590,"50501",6080,null,10371,40,3940,7996,null,null
2645,null,null,null,5864,4.7,null,103751,null,6133,null,3147,null,11075,5804,36,"2014",null,null,615,null,6297,7399,null,15133,2.2,12.6,null,35,12674,4062,null,null,5782,6841,6994,18538,null,10419,null,2220,15132,10069,null,null,21489,null,-1956,4400,null,null,11132,null,207907,4651,11310,null,5328,19.5,null,4492,5253,null,null,82,null,1777,11070,null,null,1.8,19118,null,null,null,null,36,12.0,null,3800,null,6141,13617,null,null,7426,2093.2,5792,10148,1517,null,null,null,4895,null,12274,null,2941,null,9049,null,6377,null,7040,"Stirling",5208,null,null,14350,1549,null,10.1,3240,1164,2022,68.4,null,null,null,4.9,null,null,null,7733,null,14.2,null,16582,121,7509,7.7,16.9,2943,null,null,2623,null,7707,null,5446,null,2185,6623,null,104156,"50502",5293,null,9859,37,4810,8872,null,null
1441,null,null,null,7568,5.9,null,92214,null,5409,null,1576,null,13402,4371,32,"2014",null,null,1093,null,6626,7220,null,12899,0.9,14.2,null,32,12886,2901,null,null,6859,7425,7886,12655,null,7833,null,2926,14227,7640,null,null,15293,null,2104,2008,null,null,8510,null,185843,3420,14757,null,4139,16.5,null,1616,6696,null,null,113,null,883,7460,null,null,2.1,15349,null,null,null,null,68,12.8,null,2315,null,5445,15531,null,null,6377,271.6,3017,13280,1757,null,null,null,6584,null,10854,null,2988,null,7709,null,6260,null,4441,"Wanneroo",3667,null,null,14740,646,null,8.4,2126,742,2597,67.4,null,null,null,2.7,null,null,null,7007,null,15.6,null,14759,215,7315,5.6,23.4,970,null,null,1125,null,6522,null,7189,null,2856,7645,null,93629,"50503",6543,null,7087,33,3045,5946,null,null
738,null,null,null,1949,5.8,null,38686,null,2062,null,903,null,3308,1905,34,"2014",null,null,186,null,1974,2834,null,6623,1.7,13.3,null,34,4349,1374,null,null,1763,2326,2441,9179,null,4377,null,736,6035,4386,null,null,9429,null,-1722,1288,null,null,3932,null,74652,1619,3665,null,2027,23.7,null,1278,1368,null,null,28,null,523,5052,null,null,1.8,8246,null,null,null,null,9,11.5,null,1024,null,2205,4821,null,null,3133,1243.7,1641,2811,521,null,null,null,1443,null,4267,null,1217,null,3860,null,2375,null,1936,"Belmont - Victoria Park",1561,null,null,5142,447,null,9.5,912,432,674,73.0,null,null,null,3.9,null,null,null,3201,null,15.0,null,7457,37,2816,6.2,15.1,831,null,null,765,null,3490,null,1716,null,731,2380,null,35966,"50602",1545,null,3180,34,1327,2701,null,null
1040,null,null,null,2790,5.4,null,51623,null,3169,null,1219,null,6944,2910,34,"2014",null,null,312,null,3109,3141,null,11013,2.0,17.6,null,32,6342,1976,null,null,3621,3217,2998,10352,null,4556,null,1109,6437,4499,null,null,10223,null,-1697,1600,null,null,5531,null,101864,2441,5363,null,2621,18.2,null,2083,2791,null,null,59,null,600,5667,null,null,1.6,8287,null,null,null,null,23,12.2,null,1541,null,2960,5759,null,null,5367,1493.7,2259,5440,741,null,null,null,2649,null,6129,null,1231,null,3788,null,3233,null,2891,"Canning",2614,null,null,6637,674,null,10.4,1350,611,931,71.3,null,null,null,3.8,null,null,null,3296,null,12.8,null,8655,119,3420,6.6,16.3,1409,null,null,1000,null,5646,null,2573,null,1091,2761,null,50241,"50603",3323,null,5055,35,1895,3871,null,null
552,null,null,null,1106,6.1,null,19222,null,1481,null,629,null,1797,1346,41,"2014",null,null,98,null,1386,1274,null,2480,2.1,11.0,null,40,2815,927,null,null,913,1445,1022,4346,null,1483,null,361,2598,1645,null,null,3073,null,-50,870,null,null,2705,null,38848,1199,2131,null,1359,15.8,null,819,867,null,null,28,null,394,1590,null,null,1.6,3069,null,null,null,null,16,14.5,null,775,null,1352,2061,null,null,1252,939.9,1181,1820,253,null,null,null,953,null,2833,null,442,null,1424,null,1429,null,1465,"Fremantle",1195,null,null,2788,282,null,13.1,690,264,296,68.3,null,null,null,5.3,null,null,null,1324,null,13.9,null,4296,41,1343,8.8,15.5,537,null,null,476,null,1228,null,1025,null,347,1039,null,19626,"50702",884,null,2394,42,1022,1949,null,null
306,null,null,null,1419,5.8,null,18423,null,871,null,343,null,2304,798,32,"2014",null,null,205,null,1089,1306,null,2699,0.9,13.8,null,32,2271,574,null,null,1209,1303,1545,3832,null,1810,null,558,2717,1802,null,null,3561,null,629,398,null,null,1637,null,36145,691,2792,null,839,19.3,null,337,1171,null,null,39,null,213,1751,null,null,2.2,3420,null,null,null,null,21,11.6,null,431,null,1045,3077,null,null,1350,301.2,649,2269,327,null,null,null,1098,null,1916,null,642,null,1618,null,1182,null,888,"Kwinana",747,null,null,2630,132,null,8.5,457,159,471,68.0,null,null,null,2.9,null,null,null,1411,null,14.8,null,4461,50,1327,5.6,22.5,205,null,null,185,null,1349,null,1373,null,538,1532,null,17722,"50703",1095,null,1438,32,568,1142,null,null
1416,null,null,null,3125,4.1,null,53746,null,4211,null,1756,null,7572,3942,40,"2014",null,null,257,null,3976,3444,null,8745,2.8,14.8,null,38,7490,2719,null,null,3814,3768,2876,8523,null,3469,null,1147,6658,3394,null,null,7426,null,-506,2570,null,null,7533,null,110106,3191,6161,null,3591,12.7,null,3100,3181,null,null,38,null,1042,3957,null,null,1.6,6567,null,null,null,null,21,14.1,null,2092,null,3773,5612,null,null,4199,2060.4,3172,6163,855,null,null,null,2982,null,7984,null,994,null,3173,null,3514,null,3917,"Melville",3507,null,null,7316,1020,null,12.9,1825,660,978,67.2,null,null,null,5.2,null,null,null,3214,null,12.7,null,8017,135,3548,8.5,16.3,2080,null,null,1528,null,4546,null,3036,null,1124,2736,null,56360,"50704",3758,null,6698,42,2703,5422,null,null
1273,null,null,null,4733,5.5,null,62925,null,4053,null,1384,null,8844,3329,34,"2014",null,null,703,null,4495,4306,null,8986,1.3,14.2,null,33,8714,2389,null,null,4628,4722,5013,8451,null,4796,null,1811,8592,4744,null,null,9744,null,2106,1836,null,null,6412,null,125889,2645,9409,null,3083,15.2,null,1577,4413,null,null,79,null,789,4948,null,null,2.1,9367,null,null,null,null,26,13.4,null,1837,null,4072,9976,null,null,4251,489.7,2657,8593,1045,null,null,null,4180,null,8125,null,1872,null,4623,null,4219,null,3609,"Rockingham",2667,null,null,9275,630,null,9.3,1772,637,1626,66.2,null,null,null,3.6,null,null,null,4286,null,14.2,null,10557,103,4553,6.7,22.2,947,null,null,1047,null,4735,null,4676,null,1784,4963,null,62964,"50705",4216,null,5312,35,2472,4861,null,null
232,null,null,null,609,5.7,null,8443,null,632,null,239,null,1090,489,39,"2014",null,null,35,null,584,590,null,826,1.6,11.4,null,39,1192,449,null,null,547,584,585,1049,null,452,null,225,1190,531,null,null,963,null,20,295,null,null,1052,null,16801,418,1227,null,563,12.0,null,261,582,null,null,5,null,120,511,null,null,2.3,1046,null,null,null,null,5,14.5,null,325,null,619,1215,null,null,402,0.3,471,1150,183,null,null,null,568,null,1251,null,227,null,515,null,608,null,645,"Esperance",416,null,null,1211,98,null,11.2,320,104,210,63.4,null,null,null,4.6,null,null,null,600,null,14.3,null,1069,10,627,9.1,21.4,163,null,null,175,null,424,null,618,null,225,630,null,8358,"50801",543,null,834,39,433,882,null,null
131,null,null,null,353,5.3,null,5131,null,344,null,71,null,408,292,39,"2014",null,null,null,null,313,410,null,440,1.2,8.5,null,41,710,263,null,null,202,365,398,908,null,394,null,null,764,385,null,null,699,null,10,136,null,null,667,null,9959,299,731,null,375,14.8,null,117,308,null,null,null,null,78,305,null,null,2.2,776,null,null,null,null,null,14.2,null,172,null,357,750,null,null,239,0.1,202,566,null,null,null,null,258,null,701,null,139,null,391,null,397,null,378,"Gascoyne",276,null,null,827,57,null,12.5,206,46,null,65.9,null,null,null,3.4,null,null,null,354,null,16.0,null,918,null,462,8.9,20.6,60,null,null,58,null,201,null,378,null,null,352,null,4828,"50802",206,null,575,37,249,512,null,null
209,null,null,null,1633,7.7,null,24413,null,1301,null,199,null,2677,996,32,"2014",null,null,175,null,1464,1456,null,3670,0.5,14.3,null,33,3219,631,null,null,1426,1561,1762,4551,null,2079,null,647,3407,2340,null,null,4798,null,-1794,239,null,null,2308,null,44536,995,3171,null,1312,19.9,null,230,1389,null,null,19,null,104,2719,null,null,2.2,4078,null,null,null,null,18,14.0,null,347,null,1704,3420,null,null,1579,0.1,408,2889,460,null,null,null,1500,null,3005,null,738,null,1738,null,1755,null,728,"Goldfields",714,null,null,3493,79,null,9.0,381,173,607,72.7,null,null,null,1.5,null,null,null,1951,null,15.5,null,2757,22,1932,4.1,21.3,151,null,null,135,null,2091,null,1538,null,632,1658,null,20123,"50803",1251,null,1709,31,456,1087,null,null
